Id;NoteId;TagId;CreatedAt
E63F424C-0AF6-4AE6-AECA-DA1E7E7263DE;E6E20510-9586-439F-828E-99402D0DB777;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
E4A90DBE-837D-4621-993C-DCD25DC9CA67;E67420CF-3365-44F6-8EE0-F5945261BA49;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-10-22 12:24:54.3808590
392D83DA-0177-4C28-A133-DDD8FD8586F9;FED533A1-3E5D-4F4E-BA03-241F862712E7;FE37D399-52A1-448E-AAE3-7E3A973D582A;2025-12-19 16:10:40.8479945
2466AEF2-99BB-42E2-BCFE-E0FA210E55C3;226C1CC4-4950-4868-B7BA-CE39F9DB7834;FE37D399-52A1-448E-AAE3-7E3A973D582A;2026-01-13 20:03:39.6532859
6CFA61F7-D963-4DE2-B98D-E390A9A4BF2F;592AD4D5-A953-4825-8E58-2209475A9466;03985ACF-0DC4-4793-9A8A-EB7943F6FB0C;2025-10-22 12:24:54.3808590
0686A757-641C-43B6-969C-E400DE4F7E6D;11FEFF22-2AD8-4DFB-843B-50C8F31131FF;C27FC663-7BD8-406F-8F64-C85C552E871B;2025-10-22 12:24:54.3808590
E0235457-A668-48E3-BA44-E54AB8F48160;EE4738F6-4049-4E60-8741-CEFAC735DDBA;75FF169C-E1D1-463D-9641-067ADD083120;2025-10-22 12:32:32.0183947
5C2F1C96-8C48-4A27-820C-E5CFCB167743;E67420CF-3365-44F6-8EE0-F5945261BA49;CDD55EB6-FA27-4DE0-BD83-A8E0493C9DD3;2025-10-22 12:24:54.3808590
9F2AE71F-D73D-41D3-91DF-ED935BB6FCD0;287BB325-2259-433E-A457-165594077418;6D18662C-0D4A-465F-BA9D-C0DA2156C141;2025-10-24 13:12:42.1667762
1245E0EF-29F1-46F1-BF3E-F075A0444CB8;D85D1274-0535-4358-B3DD-B8D5EA59F6A1;F4F2AAD2-1155-43B5-8DE9-1709871D1887;2025-10-22 12:24:54.3808590
4D6EDABB-F026-4BD0-8AF7-F7E48714A0D2;E22514FA-2C11-4E50-99AD-A8ABBA7B27D7;C27FC663-7BD8-406F-8F64-C85C552E871B;2025-10-22 12:24:54.3808590
